id,name,category,series,model,frame_no,poles,kw,rpm_50hz,rpm_60hz,voltage_options,frequency,mounting,image_url,pdf_url,description,technical_specifications,dimension_specifications,features,applications
mecc_80m1_2p,MECC 80M1 2-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,80M1-2P,80M1,2,0.75,2900,3450,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""80M1"",""Poles"":2,""kW"":0.75,""Rated RPM (50Hz)"":2900,""Rated RPM (60Hz)"":3450,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_80m1_4p,MECC 80M1 4-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,80M1-4P,80M1,4,0.55,1450,1730,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""80M1"",""Poles"":4,""kW"":0.55,""Rated RPM (50Hz)"":1450,""Rated RPM (60Hz)"":1730,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_80m1_6p,MECC 80M1 6-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,80M1-6P,80M1,6,0.37,960,1140,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""80M1"",""Poles"":6,""kW"":0.37,""Rated RPM (50Hz)"":960,""Rated RPM (60Hz)"":1140,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_80m2_2p,MECC 80M2 2-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,80M2-2P,80M2,2,1.1,2900,3450,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""80M2"",""Poles"":2,""kW"":1.1,""Rated RPM (50Hz)"":2900,""Rated RPM (60Hz)"":3450,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_80m2_4p,MECC 80M2 4-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,80M2-4P,80M2,4,0.75,1450,1730,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""80M2"",""Poles"":4,""kW"":0.75,""Rated RPM (50Hz)"":1450,""Rated RPM (60Hz)"":1730,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_80m2_6p,MECC 80M2 6-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,80M2-6P,80M2,6,0.55,960,1140,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""80M2"",""Poles"":6,""kW"":0.55,""Rated RPM (50Hz)"":960,""Rated RPM (60Hz)"":1140,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_90s_2p,MECC 90S 2-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,90S-2P,90S,2,1.5,2900,3450,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""90S"",""Poles"":2,""kW"":1.5,""Rated RPM (50Hz)"":2900,""Rated RPM (60Hz)"":3450,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_90s_4p,MECC 90S 4-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,90S-4P,90S,4,1.1,1450,1730,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""90S"",""Poles"":4,""kW"":1.1,""Rated RPM (50Hz)"":1450,""Rated RPM (60Hz)"":1730,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_90s_6p,MECC 90S 6-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,90S-6P,90S,6,0.75,960,1140,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""90S"",""Poles"":6,""kW"":0.75,""Rated RPM (50Hz)"":960,""Rated RPM (60Hz)"":1140,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_90s_8p,MECC 90S 8-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,90S-8P,90S,8,0.37,720,850,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""90S"",""Poles"":8,""kW"":0.37,""Rated RPM (50Hz)"":720,""Rated RPM (60Hz)"":850,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_90l_2p,MECC 90L 2-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,90L-2P,90L,2,2.2,2900,3450,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""90L"",""Poles"":2,""kW"":2.2,""Rated RPM (50Hz)"":2900,""Rated RPM (60Hz)"":3450,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_90l_4p,MECC 90L 4-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,90L-4P,90L,4,1.5,1450,1730,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""90L"",""Poles"":4,""kW"":1.5,""Rated RPM (50Hz)"":1450,""Rated RPM (60Hz)"":1730,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_90l_6p,MECC 90L 6-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,90L-6P,90L,6,1.1,960,1140,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""90L"",""Poles"":6,""kW"":1.1,""Rated RPM (50Hz)"":960,""Rated RPM (60Hz)"":1140,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_90l_8p,MECC 90L 8-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,90L-8P,90L,8,0.55,720,850,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""90L"",""Poles"":8,""kW"":0.55,""Rated RPM (50Hz)"":720,""Rated RPM (60Hz)"":850,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
